충전소주소,충전기타입,충전기ID,충전기명칭,충전기 상태 코드,충전방식,충전소ID,충전소 명칭,위도,경도,충전기 상태 갱신 시각
"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍대학부산캠퍼스) 중앙건물 앞 화단",급속,10806,급속01,충전가능,DC콤보,4568,한국폴리텍대학 부산캠퍼스,35.21845054148393,129.01902758259345,2024-05-27 16:16:03
부산광역시 기장군 기장읍 당사리 524 지하1층 G11구역,급속,10807,급속01,충전가능,DC콤보,4569,롯데몰 동부산점,35.191914411552645,129.21294377572724,2024-05-27 16:15:50
부산광역시 기장군 기장읍 당사리 524 지하1층 G11구역,급속,10819,급속04,충전중,DC콤보,4569,롯데몰 동부산점,35.191914411552645,129.21294377572724,2024-05-27 16:15:14
충청북도 충주시 금릉동 700 민원주차장,급속,10656,급속01,통신장애,DC콤보,4460,충주시청 민원주차장,36.9906087699612,127.92596007939,2024-05-24 07:56:16
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10888,급속04,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:16:17
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10889,급속05,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:11:27
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10890,급속06,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:12:57
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10887,급속03,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:16:20
서울특별시 송파구 오금동 51 지상주차장,급속,10870,급속01,충전가능,DC콤보,4614,오금공원,37.5024046229492,127.130453032248,2024-05-27 16:16:07
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10885,급속01,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:16:21
광주광역시 북구 연제동 1027 (실외캐노피기설)북광주농협 건너편,급속,10886,급속02,충전가능,DC콤보,4626,첨단산단공영주차장,35.2054578082714,126.860201409655,2024-05-27 16:14:41
서울특별시 서초구 염곡동 300-9 지상 주차장,급속,10869,급속02,충전가능,DC콤보,4613,대한무역투자진흥공사,37.4652145691216,127.044669250318,2024-05-27 16:15:53
전라남도 진도군 진도읍 동외리 1189 (실외완전노출)진도아리랑시네마 앞,급속,10920,급속01,충전가능,DC콤보,4650,진도문화회관,34.4796373023381,126.269566541671,2024-05-27 16:16:04
서울특별시 서초구 염곡동 300-9 지상 주차장,급속,10868,급속01,충전가능,DC콤보,4613,대한무역투자진흥공사,37.4652145691216,127.044669250318,2024-05-27 16:15:52
경상북도 포항시 북구 흥해읍 마산리 517 1층 주차장,급속,10587,급속01,충전가능,DC콤보,4417,권무정 궁도장,36.11777448898755,129.3341295109355,2024-05-27 16:16:03
경상북도 영천시 천문로 485 (화룡동) 한의마을 입구 근처 주차장,급속,10592,급속01,충전가능,DC콤보,4422,한의마을,35.978257,128.923998,2024-05-27 16:16:18
대전광역시 동구 가양동 91-2 학술정보관 옆 주차장,급속,10533,급속01,충전가능,DC콤보,4369,한국폴리텍Ⅳ대학 대전캠퍼스,36.350071880544036,127.45550378606377,2024-05-27 16:11:17
제주특별자치도 제주시 애월읍 신엄리 2880-12 주차장,급속,11019,급속01,충전가능,DC콤보,4724,고스트타운,33.475834969075215,126.35656199447675,2024-05-27 16:15:56
강원도 원주시 단구동 990 후문측 지상주차장,급속,10847,급속01,충전가능,DC콤보,4600,원주시립도서관,37.32658036801221,127.95296061130896,2024-05-27 16:16:15
제주특별자치도 제주시 애월읍 신엄리 2880-12 주차장,급속,11022,급속04,충전가능,DC콤보,4724,고스트타운,33.475834969075215,126.35656199447675,2024-05-27 16:16:03
제주특별자치도 제주시 애월읍 신엄리 2880-12 주차장,급속,11023,급속05,충전가능,DC콤보,4724,고스트타운,33.475834969075215,126.35656199447675,2024-05-27 16:16:07
제주특별자치도 제주시 노형동 1290-3 노형 제2공영주차장,급속,11018,급속01,충전가능,DC콤보,4700,노형 제2공영주차장,33.48730913393874,126.4797824789654,2024-05-27 16:15:48
제주특별자치도 제주시 애월읍 신엄리 2880-12 주차장,급속,11020,급속02,충전가능,DC콤보,4724,고스트타운,33.475834969075215,126.35656199447675,2024-05-27 16:15:51
제주특별자치도 제주시 애월읍 신엄리 2880-12 주차장,급속,11021,급속03,충전가능,DC콤보,4724,고스트타운,33.475834969075215,126.35656199447675,2024-05-27 16:16:10
강원도 동해시 송정동 산 24-22 동해역 주차장,급속,10863,급속01,충전가능,DC콤보,4611,동해역(ktx) 주차장,37.49693844401906,129.1230269816565,2024-05-27 16:16:15
제주특별자치도 제주시 노형동 1290-3 노형 제2공영주차장,급속,11033,급속03,충전가능,DC콤보,4700,노형 제2공영주차장,33.48730913393874,126.4797824789654,2024-05-27 16:15:44
제주특별자치도 제주시 노형동 1290-3 노형 제2공영주차장,급속,11032,급속02,충전가능,DC콤보,4700,노형 제2공영주차장,33.48730913393874,126.4797824789654,2024-05-27 16:15:51
제주특별자치도 제주시 도두일동 2203-1 한라산렌트카,급속,11037,급속01,충전가능,DC콤보,4698,한라산렌트카,33.4957526437966,126.47076004578734,2024-05-27 16:15:50
제주특별자치도 제주시 도두일동 2203-1 한라산렌트카,급속,11038,급속02,충전가능,DC콤보,4698,한라산렌트카,33.4957526437966,126.47076004578734,2024-05-27 16:16:14
제주특별자치도 제주시 노형동 1290-3 노형 제2공영주차장,급속,11034,급속04,충전가능,DC차데모+DC콤보+AC3상,4700,노형 제2공영주차장,33.48730913393874,126.4797824789654,2024-05-27 16:17:38
제주특별자치도 제주시 도두일동 2203-1 한라산렌트카,급속,11039,급속03,충전가능,DC콤보,4698,한라산렌트카,33.4957526437966,126.47076004578734,2024-05-27 16:10:55
"경기도 고양시 일산서구 중앙로 1601 (대화동, 고양체육관) 지하주차장",급속,11043,급속01,충전가능,DC콤보,4730,고양체육관,37.67498,126.74209,2024-05-27 16:16:23
"경기도 고양시 일산서구 중앙로 1601 (대화동, 고양체육관) 지하주차장",급속,11044,급속02,충전가능,DC콤보,4730,고양체육관,37.67498,126.74209,2024-05-27 16:16:57
충청남도 천안시 동남구 삼룡동 320-8 지상 주차장,급속,10551,급속01,충전가능,DC콤보,4387,천안시 차량등록사업소,36.783955010154806,127.16546626282517,2024-05-27 16:14:55
충청남도 천안시 동남구 삼룡동 320-8 지상 주차장,급속,10552,급속02,충전가능,DC콤보,4387,천안시 차량등록사업소,36.783955010154806,127.16546626282517,2024-05-27 16:16:25
경상남도 거창군 거창읍 송정리 700 한국승강기대학교 생활관 앞 주차장,급속,10705,급속01,충전가능,DC콤보,4504,한국승강기대학교,35.67459249392604,127.89551330742458,2024-05-27 16:15:59
경상남도 거창군 거창읍 송정리 700 한국승강기대학교 생활관 앞 주차장,급속,10706,급속02,충전가능,DC콤보,4504,한국승강기대학교,35.67459249392604,127.89551330742458,2024-05-27 16:16:03
경상남도 창녕군 대합면 십이리 436-1 대합면 십이리 319-5 체육공원 주,급속,10687,급속01,충전가능,DC콤보,4303,체육공원주차장,35.61315008712133,128.47010593186897,2024-05-27 16:16:30
충청북도 괴산군 문광면 광덕리 244-1 지상주차장,급속,11053,급속01,충전가능,DC콤보,4759,문광면 주민센터,36.7899080342983,127.785023063386,2024-05-27 16:16:09
충청북도 제천시 청전동 14-3 지상주차장,급속,11052,급속02,통신장애,DC콤보,4758,중부건설본부 충북강원건설지사,37.1540877089868,128.215088412266,2024-05-24 00:50:27
충청북도 제천시 청전동 14-3 지상주차장,급속,11051,급속01,충전중,DC콤보,4758,중부건설본부 충북강원건설지사,37.1540877089868,128.215088412266,2024-05-27 16:15:00
충청북도 괴산군 문광면 광덕리 244-1 지상주차장,급속,11054,급속02,충전가능,DC콤보,4759,문광면 주민센터,36.7899080342983,127.785023063386,2024-05-27 16:16:17
경상남도 창원시 마산합포구 신포동2가 28 지상 주차장 3층,급속,11070,급속01,충전중,DC콤보,4770,롯데백화점마산점(별관),35.20087064041723,128.57376497504802,2024-05-27 16:15:00
경상남도 창원시 마산합포구 신포동2가 28 지상 주차장 3층,급속,11071,급속02,충전가능,DC콤보,4770,롯데백화점마산점(별관),35.20087064041723,128.57376497504802,2024-05-27 16:16:23
경상남도 창원시 진해구 풍호동 176-6 풍호동행정복지센터 주차장,급속,11074,급속01,충전가능,DC콤보,4777,풍호동행정복지센터,35.1375199362414,128.707336913775,2024-05-27 16:16:20
대구광역시 동구 신암동 1503 대구보호관찰소 주차장(1층),급속,11096,급속01,충전가능,DC콤보,4798,대구보호관찰소,35.8883475876179,128.637658953982,2024-05-27 16:11:21
대구광역시 동구 신암동 1503 대구보호관찰소 주차장(1층),급속,11097,급속02,충전가능,DC콤보,4798,대구보호관찰소,35.8883475876179,128.637658953982,2024-05-27 16:11:24
대구광역시 수성구 범어동 2262 지하 3층 주차장,급속,11098,급속01,충전가능,DC콤보,4799,대구범어더리브스퀘어,35.864175187725415,128.61887746214498,2024-05-27 16:12:08
대구광역시 수성구 범어동 2262 지하 3층 주차장,급속,11099,급속02,충전가능,DC콤보,4799,대구범어더리브스퀘어,35.864175187725415,128.61887746214498,2024-05-27 16:15:01
대구광역시 달성군 현풍읍 상리 50-1 본관 우측 주차장,급속,11101,급속02,충전가능,DC콤보,4800,대구경북과학기술원,35.70446397130851,128.45836771931934,2024-05-27 16:16:22
경기도 용인시 처인구 남사읍 북리 54-10 현대리바트 내 주차장,급속,11102,급속01,충전가능,DC콤보,4795,남사 현대리바트(공용),37.1408637110993,127.159876898052,2024-05-27 16:15:53
대구광역시 북구 구암동 781 3층 주차장,급속,11105,급속01,충전가능,DC콤보,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,2024-05-27 16:16:21
대구광역시 북구 고성동3가 2 다목적체육센터 뒤쪽,급속,11109,급속02,충전가능,DC콤보,4805,대구복합스포츠타운,35.8829768800079,128.58804465554348,2024-05-27 16:11:13
대구광역시 북구 고성동3가 2 다목적체육센터 뒤쪽,급속,11110,급속03,충전가능,DC콤보,4805,대구복합스포츠타운,35.8829768800079,128.58804465554348,2024-05-27 16:11:26
대구광역시 북구 구암동 781 3층 주차장,급속,11107,급속03,충전가능,DC콤보,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,2024-05-27 16:11:30
대구광역시 북구 고성동3가 2 다목적체육센터 뒤쪽,급속,11108,급속01,충전가능,DC콤보,4805,대구복합스포츠타운,35.8829768800079,128.58804465554348,2024-05-27 16:16:17
대구광역시 북구 구암동 781 3층 주차장,급속,11106,급속02,충전가능,DC콤보,4804,효성파머스마켓 칠곡점,35.94160183210755,128.56944210982115,2024-05-27 16:16:29
서울특별시 노원구 상계동 700 1층 주차장,급속,11140,급속02,충전가능,DC콤보,104,노원도봉지사,37.6539179352624,127.05566668482,2024-05-27 16:16:01
서울특별시 도봉구 창동 462-2 지상주차장,급속,11136,급속01,충전가능,DC콤보,4802,창3동 주민센터,37.63805062914127,127.04292598168237,2024-05-27 16:10:50
서울특별시 도봉구 방학동 498-16 지상주차장,급속,11137,급속01,충전중,DC콤보,4803,방학3동 주민센터,37.65910433707015,127.02800963835862,2024-05-27 16:15:13
서울특별시 도봉구 방학동 632-1 주차장,급속,11138,급속01,충전가능,DC콤보,4807,도깨비시장 공영주차장,37.66456947278917,127.03397898107243,2024-05-27 16:15:47
서울특별시 마포구 공덕동 168 지상주차장,급속,11139,급속01,충전가능,DC콤보,4809,서울신용보증재단,37.5490211256488,126.954001244023,2024-05-27 16:15:48
부산광역시 동구 범일동 183 철골주차장 2층 진입후 안쪽,급속,11236,급속01,충전중,DC콤보,4884,가구거리 공영주차장,35.136268939375284,129.0553118528476,2024-05-27 16:15:46
대구광역시 달성군 가창면 가창로 891(가창면 냉천리) 지상주차장,급속,10000,급속01,충전가능,DC콤보,4014,네이처파크 스파벨리,35.787978,128.636201,2024-05-27 16:15:50
경기도 화성시 향남읍 상신리 1295-2 화성시 향남읍 상신리 1294-3,급속,10101,급속01,충전중,DC콤보,4037,상신리 공영주차장,37.1050569,126.8997596,2024-05-27 16:15:00
경기도 화성시 송동 681-244 주차장 내,급속,10098,급속01,충전가능,DC콤보,4033,동탄2 크린에너지센터,37.1755053,127.0956533,2024-05-27 16:15:56
경기도 오산시 오산동 915 시청 주차장 내,급속,10100,급속01,충전중,DC콤보,4031,오산시청,37.1498603,127.0759075,2024-05-27 16:15:01
경기도 화성시 장지동 927 지하주차장 내,급속,10099,급속01,충전가능,DC콤보,4032,동탄8동 행정복지센터,37.1993313,127.094829,2024-05-27 16:16:01
경상북도 경산시 상방동 10 경산생활체육공원내,급속,9992,급속01,충전가능,DC콤보,4008,경산생활체육공원,35.81925177135672,128.74749079543366,2024-05-27 16:16:05
경상북도 경산시 진량읍 신상리 743-3 진량복지회관내 주차장,급속,10001,급속01,충전가능,DC콤보,4015,진량복지회관,35.8756539271019,128.812457024376,2024-05-27 16:15:58
충청남도 부여군 규암면 노화리 325-54 공영주차장,급속,10531,급속01,충전가능,DC콤보,4368,부여군 농업기술센터,36.25929558688952,126.84394549483365,2024-05-27 16:16:19
서울특별시 동작구 대방동 67-1 지상주차장,급속,10043,급속01,충전가능,DC콤보,4044,대방중간집하장 공영주차장,37.5138842628831,126.930927452442,2024-05-27 16:15:51
충청남도 부여군 석성면 증산리 1207-1 주민자치센터 주차장,급속,10530,급속01,충전가능,DC콤보,4367,석성면 주민자치센터,36.251522253535,127.002901425563,2024-05-27 16:16:20
서울특별시 노원구 공릉동 215-4 장례식장 건물 앞 1층,급속,10253,급속01,충전가능,DC콤보,4146,한국원자력의학원,37.6283982193447,127.082270259632,2024-05-27 16:16:17
충청남도 부여군 규암면 노화리 325-54 공영주차장,급속,10532,급속02,충전가능,DC콤보,4368,부여군 농업기술센터,36.25929558688952,126.84394549483365,2024-05-27 16:16:49
충청남도 부여군 장암면 석동리 658-1 주민자치센터 주차장,급속,10285,급속01,충전가능,DC콤보,4231,장암면 행정복지센터,36.2432532731034,126.886352596493,2024-05-27 16:15:48
